CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0,0,0,0,0,0,0,0,1,1,1,13,6,4,4,10,20,0.75,0.636986,93,89,6,2,0.636986,93,2,3,0,0,1,53,140,21,33,0,3,10,0,7,3,84,17,1,56,17,53,140,21,33,0,3,10,0,7,3,84,17,1,56,17,false
0.08008,1,6,2,0.045614,0.078014,26,22,8,2,2,58,9,13,20,8,40,0.75,0.508264,246,201,15,5,0.474638,262,0,0,1,1,0,238,514,9,5,9,5,32,0,19,2,32,103,0,19,2,290,570,13,5,13,5,36,0,22,2,36,134,0,22,2,false
0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,2,1,0.761905,16,16,3,0,0.761905,16,0,0,2,2,0,5,17,0,0,0,0,2,0,2,0,2,0,0,2,0,5,17,0,0,0,0,2,0,2,0,2,0,0,2,0,false
0,0,0,0,0,0,0,0,1,4,4,46,19,15,14,23,37,0.5,0.389972,140,91,5,5,0.389972,140,0,0,1,1,0,219,375,10,5,10,5,14,0,9,0,14,96,0,9,0,219,375,10,5,10,5,14,0,9,0,14,96,0,9,0,false
0,0,0,0,0,0,0,0,1,1,1,16,2,54,39,1,14,0.357143,0.393939,39,39,5,9,0.393939,39,0,0,0,0,0,60,89,1,0,1,0,13,0,13,0,13,31,0,13,0,60,89,1,0,1,0,13,0,13,0,13,31,0,13,0,false
0,0,0,0,0,0,0,0,1,2,2,12,1,7,9,1,6,0.5,0.445783,37,29,3,3,0.456522,42,0,0,0,0,0,46,89,2,0,2,0,5,0,5,1,5,19,0,5,1,50,93,2,0,2,0,6,0,6,1,10,20,0,9,1,false
0,0,0,0,0,0,0,0,0,2,2,6,10,4,4,1,5,0.6,0.302326,13,13,3,2,0.302326,13,0,0,1,1,0,30,49,1,1,1,1,4,0,4,1,4,6,0,4,1,30,49,1,1,1,1,4,0,4,1,4,6,0,4,1,false
0,0,0,0,0,0,0,0,2,4,4,22,27,0,0,40,47,0.5,0.185022,42,14,3,3,0.18315,50,1,1,0,0,1,185,252,1,3,0,2,7,0,5,1,8,86,0,6,1,223,305,8,3,7,2,10,6,6,1,11,103,6,7,1,false
0,0,0,0,0,0,0,0,1,9,5,134,31,1,2,65,87,1,0.289005,276,153,7,0,0.289767,286,1,1,0,0,1,679,1028,198,7,19,7,22,0,6,0,22,444,179,6,0,701,1059,202,16,23,16,34,2,15,0,34,456,181,15,0,false
0,0,0,0,0,0,0,0,1,0,0,3,0,3,6,0,3,0.25,0.071429,1,1,1,3,0.071429,1,0,0,0,0,0,13,17,1,1,1,1,3,0,3,0,3,3,0,3,0,13,17,1,1,1,1,3,0,3,0,3,3,0,3,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,3,3,0,0,0,0,1,0,1,0,5,1,0,4,0,3,3,0,0,0,0,1,0,1,0,5,1,0,4,0,false
0,0,0,0,0,0,0,0,3,2,2,11,4,4,4,3,9,0.285714,0.196429,11,9,2,5,0.375887,53,0,0,1,1,0,45,66,1,3,1,3,6,0,6,0,6,17,0,6,0,88,154,4,3,4,3,12,0,11,0,12,38,0,11,0,false
0,0,0,0,0,0,0,0,2,2,2,10,0,1,1,0,4,0.6,0.275862,16,14,3,2,0.275862,16,0,0,0,0,0,42,60,4,0,4,0,4,0,4,0,4,22,0,4,0,42,60,4,0,4,0,4,0,4,0,4,22,0,4,0,false
0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,6,0.142857,0.466667,7,7,1,6,0.466667,7,0,0,1,1,0,8,8,0,3,0,3,6,0,6,0,6,0,0,6,0,8,8,0,3,0,3,6,0,6,0,6,0,0,6,0,false
0,0,0,0,0,0,0,0,0,1,1,8,10,2,4,4,9,0,0.276923,18,14,0,5,0.276923,18,1,1,0,0,1,47,71,16,9,6,4,5,0,4,0,19,17,0,13,0,47,71,16,9,6,4,5,0,4,0,19,17,0,13,0,false
0,0,0,0,0,0,0,0,1,3,3,24,3,55,46,8,20,0.4,0.25,29,27,4,6,0.25,29,0,0,2,2,0,87,126,3,6,3,6,12,0,9,2,12,43,0,9,2,87,126,3,6,3,6,12,0,9,2,12,43,0,9,2,false
0,0,0,0,0,0,0,0,1,2,2,21,7,0,0,15,30,0.916667,0.490196,100,84,11,1,0.490196,100,2,3,0,0,1,104,204,22,36,1,6,15,0,11,4,89,43,1,60,18,104,204,22,36,1,6,15,0,11,4,89,43,1,60,18,false
0,0,0,0,0,0,0,0,1,5,5,156,21,60,51,56,114,0.729167,0.423398,456,377,35,13,0.422222,456,1,1,0,0,1,621,1138,20,13,20,13,58,4,47,8,58,315,4,47,8,624,1141,20,13,20,13,59,4,48,8,59,316,4,48,8,false
0,0,0,0,0,0,0,0,0,0,0,1,0,24,60,0,1,0.5,0.3,3,3,1,1,0.3,3,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,17,1,2,61,4,16,0,0.230769,24,22,0,1,0.230769,24,0,0,0,0,0,80,119,5,0,5,0,12,0,0,0,12,43,0,0,0,80,119,5,0,5,0,12,0,0,0,12,43,0,0,0,false
0,0,0,0,0,0,0,0,1,2,2,95,8,0,0,7,93,0.035294,0.153005,28,21,3,82,0.153005,28,1,1,0,0,1,155,175,2,4,0,0,86,0,84,0,97,107,0,92,0,155,175,2,4,0,0,86,0,84,0,97,107,0,92,0,false
0.026756,1,12,2,0.037106,0.046404,20,20,1,6,6,98,0,3,36,0,31,0.153846,0.04086,19,15,4,22,0.04086,19,0,0,0,0,0,446,539,17,8,17,8,31,2,25,0,31,217,2,25,0,446,539,17,8,17,8,31,2,25,0,31,217,2,25,0,false
0,0,0,0,0,0,0,0,1,5,3,37,11,12,15,18,27,0.5,0.260664,55,42,2,2,0.260664,55,1,1,0,0,1,156,217,144,1,13,1,9,0,3,0,9,70,131,3,0,156,217,144,1,13,1,9,0,3,0,9,70,131,3,0,false
0.099502,1,4,1,0.141026,0.15873,11,10,1,1,1,18,0,16,8,0,7,0.5,0.166667,13,11,2,2,0.166667,13,0,0,0,0,0,65,78,4,0,4,0,7,3,3,0,7,35,3,3,0,65,78,4,0,4,0,7,3,3,0,7,35,3,3,0,false
0,0,0,0,0,0,0,0,1,6,4,153,19,7,16,40,59,0.888889,0.402886,363,208,8,1,0.402886,363,0,0,0,0,0,538,971,9,1,9,1,19,1,8,0,19,298,1,8,0,538,971,9,1,9,1,19,1,8,0,19,298,1,8,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0.333333,0.722222,13,13,1,2,0.714286,20,0,0,2,4,0,5,6,0,1,0,1,2,0,2,0,2,0,0,2,0,8,16,0,1,0,1,3,0,3,0,3,0,0,3,0,false
0.037287,1,9,3,0.022575,0.034351,37,27,3,4,4,216,20,42,84,40,114,0.86,0.463514,686,524,43,7,0.460765,687,1,2,2,2,2,794,1628,21,30,21,30,74,1,49,14,74,422,1,49,14,804,1639,23,30,23,30,75,1,49,14,75,424,1,49,14,false
0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,7,0.875,0.736842,28,28,7,1,0.736842,28,0,0,1,39,0,10,38,0,0,0,0,7,0,7,0,7,0,0,7,0,10,38,0,0,0,0,7,0,7,0,7,0,0,7,0,false
0.469283,6,52,8,0.250965,0.438356,65,64,1,3,3,38,2,2,41,2,13,0.636364,0.385892,93,79,7,4,0.385892,93,1,1,0,0,1,148,259,9,11,6,5,11,3,10,1,23,97,3,19,3,148,259,9,11,6,5,11,3,10,1,23,97,3,19,3,false
0.396809,57,1835,260,0.359378,0.390928,2079,2077,3,16,16,2031,50,1,3,67,418,0.157303,0.025838,141,97,14,75,0.025834,141,1,2,0,0,2,5316,5784,183,2,13,2,351,4,88,1,351,3996,174,88,1,5317,5785,183,2,13,2,351,4,88,1,351,3996,174,88,1,false
0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,13,13,0,268,272,131,0,131,0,0,131,0,0,0,0,131,0,0,268,272,131,0,131,0,0,131,0,0,0,0,131,0,0,false
0.45125,51,851,134,0.435836,0.439961,917,905,1,13,6,732,4,1,9,11,61,0,0,0,0,0,8,0,0,1,1,0,0,1,2098,2104,156,1,25,1,50,3,7,1,50,1283,134,7,1,2098,2104,156,1,25,1,50,3,7,1,50,1283,134,7,1,false
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,81,83,39,0,39,0,0,39,0,0,0,0,39,0,0,81,83,39,0,39,0,0,39,0,0,0,0,39,0,0,false
0.316865,15,510,61,0.346667,0.40176,364,274,1,5,3,275,7,39,40,7,51,0.533333,0.215078,194,150,16,14,0.213656,194,1,1,0,0,1,708,1043,135,3,4,3,44,2,29,0,44,348,133,29,0,714,1050,137,3,6,3,45,4,29,0,45,348,135,29,0,false
0,0,0,0,0,0,0,0,2,3,3,141,17,15,28,26,66,0.533333,0.3,255,203,8,7,0.3,255,0,0,0,0,0,595,916,0,10,0,10,40,0,14,2,40,292,0,14,2,595,916,0,10,0,10,40,0,14,2,40,292,0,14,2,false
0,0,0,0,0,0,0,0,0,0,0,2,0,9,10,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,2,0,2,2,0,2,0,5,5,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,1,2,2,5,1,3,4,1,4,1,0.456522,21,21,4,0,0.456522,21,0,0,1,1,0,25,43,1,1,1,1,3,0,3,1,3,8,0,3,1,25,43,1,1,1,1,3,0,3,1,3,8,0,3,1,false
0,0,0,0,0,0,0,0,1,2,2,18,0,0,0,0,6,0.666667,0.226415,36,20,2,1,0.226415,36,0,0,0,0,0,123,171,0,1,0,1,6,0,2,0,6,79,0,2,0,123,171,0,1,0,1,6,0,2,0,6,79,0,2,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,0,1,0.5,0.285714,4,4,1,1,0.285714,4,1,1,0,0,1,10,12,134,0,3,0,1,3,1,0,1,3,134,1,0,10,12,134,0,3,0,1,3,1,0,1,3,134,1,0,false
0,0,0,0,0,0,0,0,5,3,3,31,7,54,95,1,19,0.526316,0.388535,61,61,10,9,0.36747,61,1,1,38,38,1,96,161,7,4,7,4,18,1,18,1,18,42,1,18,1,105,172,7,11,7,7,21,1,21,1,39,45,1,39,2,false
0,0,0,0,0,0,0,0,5,3,3,15,1,6,10,1,6,0.166667,0.263158,20,20,1,5,0.263158,20,0,0,0,0,0,56,85,0,0,0,0,5,0,5,0,5,42,0,5,0,56,85,0,0,0,0,5,0,5,0,5,42,0,5,0,false
0,0,0,0,0,0,0,0,1,1,1,14,6,11,14,7,17,0.363636,0.330189,35,34,4,7,0.330189,35,1,1,0,0,1,71,107,5,7,2,1,10,0,10,0,22,25,0,19,2,71,107,5,7,2,1,10,0,10,0,22,25,0,19,2,false
0,0,0,0,0,0,0,0,2,3,2,36,13,12,15,15,26,0.666667,0.534296,148,117,6,3,0.534296,148,0,0,2,2,0,129,291,2,4,2,4,11,0,8,0,11,60,0,8,0,129,291,2,4,2,4,11,0,8,0,11,60,0,8,0,false
0,0,0,0,0,0,0,0,2,1,1,2,0,4,1,0,2,1,0.769231,60,60,3,0,0.769231,60,0,0,0,0,0,18,75,8,0,8,0,2,8,2,0,2,3,8,2,0,18,75,8,0,8,0,2,8,2,0,2,3,8,2,0,false
0.632576,5,44,6,0.338462,0.623188,44,43,1,3,3,19,0,2,3,0,6,0.4,0.398305,47,47,2,3,0.398305,47,0,0,0,0,0,71,130,5,1,5,1,6,0,4,0,6,34,0,4,0,71,130,5,1,5,1,6,0,4,0,6,34,0,4,0,false
0,0,0,0,0,0,0,0,1,4,4,110,7,13,17,13,24,1,0.442478,200,150,3,0,0.442478,200,0,0,0,0,0,252,488,10,1,10,1,11,0,2,0,11,122,0,2,0,252,488,10,1,10,1,11,0,2,0,11,122,0,2,0,false
0,0,0,0,0,0,0,0,1,1,1,6,4,48,64,1,5,0.5,0.54902,28,28,2,2,0.54902,28,0,0,3,3,0,23,34,0,0,0,0,4,0,3,0,4,8,0,3,0,23,34,0,0,0,0,4,0,3,0,4,8,0,3,0,false
0,0,0,0,0,0,0,0,1,1,1,4,5,5,9,2,5,0.5,0.375,12,12,2,2,0.375,12,1,1,0,0,1,20,27,1,0,1,0,3,1,3,0,7,7,1,6,0,20,27,1,0,1,0,3,1,3,0,7,7,1,6,0,false
0,0,0,0,0,0,0,0,1,1,1,20,5,4,7,6,18,0.25,0.255102,25,19,2,6,0.255102,25,0,0,0,0,0,73,114,8,5,8,5,12,0,7,1,12,29,0,7,1,73,114,8,5,8,5,12,0,7,1,12,29,0,7,1,false
0,0,0,0,0,0,0,0,1,1,1,7,3,1,2,1,5,0.6,0.476923,31,29,3,2,0.431507,63,1,1,0,0,1,34,67,4,6,2,2,4,0,4,0,15,17,0,12,0,83,139,4,6,2,2,6,0,6,0,17,44,0,14,0,false
0,0,0,0,0,0,0,0,2,2,2,21,4,2,4,4,11,1,0.526316,70,46,5,0,0.526316,70,0,0,1,1,0,63,152,1,1,1,1,7,0,4,0,7,35,0,4,0,63,152,1,1,1,1,7,0,4,0,7,35,0,4,0,false
0,0,0,0,0,0,0,0,1,4,4,120,11,3,12,12,61,0.6,0.292994,184,152,18,12,0.28022,204,1,2,0,0,2,444,713,14,12,14,12,49,0,29,2,49,279,0,29,2,524,821,16,18,16,18,68,0,43,2,68,314,0,40,2,false
0,0,0,0,0,0,0,0,2,3,3,68,13,2,2,29,51,0.789474,0.446121,207,161,15,4,0.446121,207,1,1,0,0,1,257,481,17,11,8,6,22,0,18,1,54,145,0,37,3,257,481,17,11,8,6,22,0,18,1,54,145,0,37,3,false
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,4,7,0.5,0.361111,13,10,2,2,0.288889,13,1,1,0,0,1,23,37,2,1,1,0,3,0,3,0,10,8,0,7,0,32,46,2,1,1,0,5,0,5,0,12,10,0,9,0,false
0,0,0,0,0,0,0,0,1,1,1,7,1,1,1,0,4,1,0.657534,48,43,4,0,0.657534,48,1,1,0,0,1,25,72,1,0,1,0,4,0,3,0,4,10,0,3,0,25,72,1,0,1,0,4,0,3,0,4,10,0,3,0,false
0,0,0,0,0,0,0,0,2,1,1,7,4,0,0,3,7,0.2,0.1875,6,4,1,4,0.1875,6,1,1,0,0,1,26,30,1,5,0,2,4,0,4,0,10,8,0,10,0,26,30,1,5,0,2,4,0,4,0,10,8,0,10,0,false
0,0,0,0,0,0,0,0,2,2,2,14,3,0,0,3,6,0.5,0.108108,8,6,2,2,0.108108,8,0,0,0,0,0,66,86,1,0,1,0,3,0,3,0,3,50,0,3,0,66,86,1,0,1,0,3,0,3,0,3,50,0,3,0,false
0,0,0,0,0,0,0,0,1,3,2,29,0,3,30,0,11,1,0.372807,85,85,11,0,0.372807,85,0,0,0,0,0,143,250,2,0,2,0,11,0,10,0,11,101,0,10,0,143,250,2,0,2,0,11,0,10,0,11,101,0,10,0,false
0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,5,1,0.775281,69,69,6,0,0.775281,69,0,0,1,1,0,20,94,0,0,0,0,5,0,5,0,5,0,0,5,0,20,94,0,0,0,0,5,0,5,0,5,0,0,5,0,false
0.141812,2,10,5,0.067686,0.156171,62,62,2,5,3,72,6,3,16,21,43,0.5,0.437677,309,306,4,4,0.437677,309,1,1,0,0,1,397,916,49,0,49,0,22,0,7,0,22,223,0,7,0,397,916,49,0,49,0,22,0,7,0,22,223,0,7,0,false
0,0,0,0,0,0,0,0,0,0,0,17,1,4,8,0,17,1,0.892377,199,199,18,0,0.892377,199,0,0,1,1,0,24,250,0,0,0,0,17,0,17,0,17,0,0,17,0,24,250,0,0,0,0,17,0,17,0,17,0,0,17,0,false
0.084012,3,22,6,0.05248,0.070321,91,68,1,6,6,271,7,2,2,17,48,0.111111,0.322829,461,287,2,16,0.322829,461,1,1,0,0,1,967,1734,27,5,27,5,31,0,17,0,31,620,0,17,0,967,1734,27,5,27,5,31,0,17,0,31,620,0,17,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0.541772,214,56,1,0,0.541772,214,0,0,1,1,0,181,237,179,0,179,0,0,179,0,0,0,0,179,0,0,181,237,179,0,179,0,0,179,0,0,0,0,179,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.76,19,19,1,0,0.76,19,0,0,0,0,0,6,30,4,0,4,0,0,0,0,0,0,0,0,0,0,6,30,4,0,4,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,1,2,2,24,1,2,13,0,8,1,0.492147,94,88,1,0,0.492147,94,0,0,0,0,0,97,225,11,0,11,0,8,0,0,0,8,43,0,0,0,97,225,11,0,11,0,8,0,0,0,8,43,0,0,0,false
0,0,0,0,0,0,0,0,1,4,4,21,4,4,6,2,6,1,0.538462,119,111,2,0,0.538462,119,0,0,0,0,0,102,248,10,0,10,0,4,0,1,0,4,51,0,1,0,102,248,10,0,10,0,4,0,1,0,4,51,0,1,0,false
0.044776,1,10,2,0.036364,0.066445,24,20,0,10,3,100,1,1,3,0,23,1,0.468198,265,256,19,0,0.468198,265,0,0,0,0,0,301,660,24,21,24,21,23,20,18,0,23,188,20,18,0,301,660,24,21,24,21,23,20,18,0,23,188,20,18,0,false
0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0.576923,15,15,2,0,0.576923,15,1,1,0,0,1,11,18,1,1,0,0,1,0,1,1,3,4,0,3,1,11,18,1,1,0,0,1,0,1,1,3,4,0,3,1,false
0,0,0,0,0,0,0,0,8,0,0,8,2,2,0,0,8,1,0.833333,90,89,9,0,0.833333,90,1,1,1,1,1,18,107,0,0,0,0,8,0,8,0,8,0,0,8,0,18,107,0,0,0,0,8,0,8,0,8,0,0,8,0,false
0,0,0,0,0,0,0,0,7,0,0,7,2,0,0,0,7,1,0.842105,80,79,8,0,0.842105,80,1,1,0,0,1,15,93,0,0,0,0,7,0,7,0,7,0,0,7,0,15,93,0,0,0,0,7,0,7,0,7,0,0,7,0,false
0,0,0,0,0,0,0,0,0,0,0,7,1,3,7,0,7,1,0.868687,86,86,8,0,0.748936,176,0,0,1,1,0,13,94,0,0,0,0,7,0,7,0,7,0,0,7,0,59,228,1,1,1,1,17,0,17,0,17,9,0,17,0,false
0,0,0,0,0,0,0,0,0,0,0,8,1,7,8,0,8,1,0.87395,104,103,9,0,0.87395,104,0,0,3,4,0,15,106,0,0,0,0,8,0,8,0,8,0,0,8,0,15,106,0,0,0,0,8,0,8,0,8,0,0,8,0,false
0,0,0,0,0,0,0,0,1,4,3,17,0,1,1,0,8,0.142857,0.098765,8,8,1,6,0.098765,8,0,0,0,0,0,73,82,4,0,4,0,8,0,6,0,8,27,0,6,0,73,82,4,0,4,0,8,0,6,0,8,27,0,6,0,false
0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,0,4,1,0.844444,38,37,5,0,0.844444,38,0,0,0,0,0,7,34,0,0,0,0,4,0,4,0,4,0,0,4,0,7,34,0,0,0,0,4,0,4,0,4,0,0,4,0,false
0,0,0,0,0,0,0,0,1,3,1,26,1,1,9,2,14,0.9,0.282178,57,52,9,1,0.282178,57,0,0,0,0,0,145,203,4,4,4,4,12,0,9,0,12,70,0,9,0,145,203,4,4,4,4,12,0,9,0,12,70,0,9,0,false
0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,1,4,1,0.6,24,24,4,0,0.6,24,1,1,0,0,1,16,38,1,2,1,2,3,0,3,0,3,3,0,3,0,16,38,1,2,1,2,3,0,3,0,3,3,0,3,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1,3,1,0.633333,19,18,3,0,0.633333,19,1,1,0,0,1,11,24,3,5,0,1,2,0,2,0,10,2,2,9,0,11,24,3,5,0,1,2,0,2,0,10,2,2,9,0,false
0,0,0,0,0,0,0,0,0,5,5,9,2,1,1,3,5,1,0.3,21,20,3,0,0.3,21,1,1,0,0,1,49,65,3,5,0,1,2,0,2,0,10,29,2,9,0,49,65,3,5,0,1,2,0,2,0,10,29,2,9,0,false
0,0,0,0,0,0,0,0,3,1,1,10,2,13,10,2,11,1,0.650794,82,81,9,0,0.650794,82,0,0,3,3,0,44,118,3,5,3,5,9,2,8,0,9,10,2,8,0,44,118,3,5,3,5,9,2,8,0,9,10,2,8,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,1,0.782609,18,18,3,0,0.782609,18,0,0,2,2,0,5,19,0,2,0,2,2,0,2,0,2,0,0,2,0,5,19,0,2,0,2,2,0,2,0,2,0,0,2,0,false
0,0,0,0,0,0,0,0,0,2,2,16,2,4,1,5,9,0.75,0.384615,40,34,3,1,0.384615,40,1,1,0,0,1,64,101,3,7,0,3,4,0,3,0,12,45,2,10,0,64,101,3,7,0,3,4,0,3,0,12,45,2,10,0,false
0.217104,9,61,23,0.143011,0.216737,398,360,1,6,6,356,28,120,308,93,212,1,0.336339,858,808,98,0,0.335524,868,0,0,1,1,0,1693,2745,25,39,25,39,119,4,97,15,119,865,4,97,15,1719,2783,29,39,29,39,122,4,98,15,122,872,4,98,15,true
0,0,0,0,0,0,0,0,5,3,3,46,3,4,7,1,17,0.833333,0.252964,64,51,10,2,0.252964,64,1,1,1,1,1,189,266,4,3,4,3,16,0,11,1,16,98,0,11,1,189,266,4,3,4,3,16,0,11,1,16,98,0,11,1,false
0.13155,1,8,2,0.06875,0.088496,22,20,1,5,4,61,5,1,20,4,21,1,0.234528,72,62,16,0,0.234528,72,0,0,0,0,0,235,320,8,7,8,7,17,0,15,5,17,125,0,15,5,235,320,8,7,8,7,17,0,15,5,17,125,0,15,5,false
0.287293,1,6,2,0.192982,0.222222,33,26,1,1,1,9,3,2,6,4,8,1,0.298507,20,18,5,0,0.288235,49,0,0,0,0,0,47,74,3,0,3,0,4,0,4,0,4,21,0,4,0,121,171,6,1,6,1,15,0,7,0,15,48,0,7,0,false
0.128492,2,10,4,0.109914,0.139818,51,46,1,4,2,49,8,6,17,9,27,1,0.219595,65,64,15,0,0.228188,102,0,0,0,0,0,231,324,12,3,12,3,18,0,14,1,18,116,0,14,1,345,464,27,3,27,3,31,0,19,1,31,160,0,17,1,false
0,0,0,0,0,0,0,0,1,4,4,8,12,1,1,12,14,1,0.329268,27,17,3,0,0.329268,27,3,3,0,0,1,55,82,21,4,0,0,2,0,2,0,17,23,14,11,6,55,82,21,4,0,0,2,0,2,0,17,23,14,11,6,false
0,0,0,0,0,0,0,0,1,5,5,48,11,12,9,24,33,1,0.29765,114,57,4,0,0.296104,114,2,2,4,4,1,269,412,21,4,20,4,9,14,3,0,15,136,14,9,6,271,414,21,4,20,4,10,14,4,0,16,136,14,10,6,false
0.449393,2,9,3,0.314607,0.393939,28,26,1,2,2,8,14,1,1,17,19,1,0.240964,20,17,3,0,0.224719,20,3,3,0,0,1,63,83,21,4,0,0,2,0,2,0,17,30,14,11,6,69,89,21,4,0,0,3,0,3,0,18,31,14,12,6,false
0.06192,2,6,2,0.045584,0.056391,16,15,1,5,5,45,18,1,1,35,42,1,0.183432,62,48,3,0,0.183432,62,3,3,0,0,1,276,351,21,6,0,2,7,0,2,0,22,129,14,11,6,276,351,21,6,0,2,7,0,2,0,22,129,14,11,6,false
0.198058,1,6,2,0.124352,0.167939,24,22,1,5,4,26,13,1,1,31,35,1,0.26087,48,25,3,0,0.26087,48,3,3,0,0,1,136,193,21,4,0,0,4,0,2,0,19,65,14,11,6,136,193,21,4,0,0,4,0,2,0,19,65,14,11,6,false
0,0,0,0,0,0,0,0,1,5,5,9,11,1,1,15,18,1,0.266055,29,25,3,0,0.266055,29,2,2,0,0,1,80,106,8,0,7,0,3,1,2,0,9,39,1,8,6,80,106,8,0,7,0,3,1,2,0,9,39,1,8,6,false
0.029541,1,3,1,0.031977,0.041667,11,10,1,3,3,48,6,14,24,10,27,1,0.273649,81,74,14,0,0.259701,87,0,0,0,0,0,215,308,5,5,5,5,17,0,13,0,17,105,0,13,0,248,344,8,5,8,5,20,3,16,0,20,115,3,16,0,true
0,0,0,0,0,0,0,0,4,0,0,4,2,1,0,0,4,0.2,0.210526,4,4,1,4,0.210526,4,1,1,1,1,1,15,19,0,0,0,0,4,0,4,0,4,0,0,4,0,15,19,0,0,0,0,4,0,4,0,4,0,0,4,0,false
0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,0,4,1,0.8,28,28,5,0,0.8,28,0,0,2,3,0,7,33,0,0,0,0,4,0,4,0,4,0,0,4,0,7,33,0,0,0,0,4,0,4,0,4,0,0,4,0,false
0.037921,1,3,1,0.032738,0.046948,11,10,2,4,3,38,15,9,17,31,45,1,0.387833,102,95,13,0,0.343374,114,1,1,0,0,1,161,269,0,1,0,1,14,0,12,0,14,70,0,12,0,218,336,4,2,4,2,22,3,19,0,26,85,3,23,0,false
0.18612,2,22,4,0.19,0.226415,38,36,0,3,3,25,1,4,7,1,9,1,0.103261,19,18,9,0,0.103261,19,0,0,0,0,0,165,200,3,5,3,5,8,0,8,2,8,109,0,8,2,165,200,3,5,3,5,8,0,8,2,8,109,0,8,2,false
0,0,0,0,0,0,0,0,1,0,0,3,3,2,2,3,6,1,0.12766,6,6,3,0,0.064885,17,0,0,0,0,0,41,52,0,0,0,0,3,0,2,0,3,27,0,2,0,245,287,25,0,25,0,14,0,10,0,14,127,0,10,0,false
0.356531,5,7,5,0.205776,0.232673,57,47,1,3,3,16,8,4,3,7,15,1,0.30137,44,43,1,0,0.189189,49,2,2,1,1,1,102,156,13,3,9,1,8,0,0,0,25,66,0,14,0,210,277,15,3,11,1,13,0,4,0,30,120,0,18,0,false
0,0,0,0,0,0,0,0,1,4,4,27,17,10,7,20,26,1,0.11399,22,18,4,0,0.120968,60,0,0,0,0,0,171,218,7,2,7,2,6,0,3,0,6,87,0,3,0,436,526,13,6,10,4,27,0,19,1,44,190,0,34,8,false
0.211679,1,1,1,0.141414,0.146341,14,12,0,1,1,2,6,2,1,7,8,0,0.020833,1,1,0,2,0.011494,1,0,0,0,0,0,47,59,5,0,5,0,1,0,1,0,1,35,0,1,0,86,99,5,0,5,0,3,0,3,0,3,53,0,3,0,false
0,0,0,0,0,0,0,0,1,1,1,11,1,1,0,0,9,1,0.365591,34,34,10,0,0.352381,37,0,0,0,0,0,59,94,6,3,6,3,9,0,9,3,9,21,0,9,3,68,103,6,3,6,3,10,0,10,3,10,24,0,10,3,false
0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,0.666667,0.421053,8,8,2,1,0.421053,8,2,2,0,0,1,11,13,2,1,0,0,2,0,2,0,14,2,0,12,1,11,13,2,1,0,0,2,0,2,0,14,2,0,12,1,false
