CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.5,6,6,1,0,0.5,6,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.5,6,6,1,0,0.5,6,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.5,6,6,1,0,0.5,6,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.5,6,6,1,0,0.5,6,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,false
0,0,0,0,0,0,0,0,1,3,2,84,6,2,3,5,63,0.708333,0.451098,226,223,34,14,0.451098,226,1,3,0,0,3,275,563,6,7,6,7,58,0,47,3,58,120,0,47,3,275,563,6,7,6,7,58,0,47,3,58,120,0,47,3,false
0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,6,0.25,0.3125,5,5,1,3,0.3125,5,1,1,0,0,1,11,14,1,0,0,0,3,0,3,0,7,3,0,7,0,11,14,1,0,0,0,3,0,3,0,7,3,0,7,0,false
0,0,0,0,0,0,0,0,1,0,0,3,5,1,1,1,4,0.25,0.2,3,3,1,3,0.2,3,1,1,0,0,1,12,15,1,0,1,0,3,0,3,0,3,3,0,3,0,12,15,1,0,1,0,3,0,3,0,3,3,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0.5,0.375,3,3,1,1,0.375,3,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.454545,5,5,1,0,0.454545,5,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,false
0,0,0,0,0,0,0,0,1,1,1,16,6,1,4,8,20,0.444444,0.261364,23,22,4,5,0.261364,23,1,2,0,0,2,65,97,2,1,2,1,12,0,8,1,12,32,0,8,1,65,97,2,1,2,1,12,0,8,1,12,32,0,8,1,false
0,0,0,0,0,0,0,0,1,2,2,17,1,2,5,0,8,0.222222,0.136364,9,9,2,7,0.136364,9,1,1,0,0,1,57,69,2,3,2,3,8,0,8,1,8,31,0,8,1,57,69,2,3,2,3,8,0,8,1,8,31,0,8,1,false
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,0.333333,0.357143,5,5,1,2,0.357143,5,1,1,0,0,1,9,11,1,1,1,1,2,0,2,1,2,2,0,2,1,9,11,1,1,1,1,2,0,2,1,2,2,0,2,1,false
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0.5,0.5,5,5,1,1,0.5,5,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,0.333333,0.333333,5,5,1,2,0.333333,5,2,2,0,0,1,10,12,3,1,1,1,2,0,2,0,9,3,0,9,0,10,12,3,1,1,1,2,0,2,0,9,3,0,9,0,false
0,0,0,0,0,0,0,0,1,8,3,21,3,1,2,5,9,0.2,0.128571,9,7,1,4,0.128571,9,0,0,0,0,0,61,70,3,1,3,1,4,0,4,1,4,36,0,4,1,61,70,3,1,3,1,4,0,4,1,4,36,0,4,1,false
0,0,0,0,0,0,0,0,2,2,2,15,4,12,13,6,17,0.75,0.336634,34,33,9,3,0.336634,34,0,0,0,0,0,67,109,7,1,7,1,11,6,11,0,11,35,6,11,0,67,109,7,1,7,1,11,6,11,0,11,35,6,11,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,8,1,0,2,0.333333,0.555556,5,5,1,2,0.555556,5,0,0,3,3,0,4,6,0,1,0,1,2,0,2,1,2,0,0,2,1,4,6,0,1,0,1,2,0,2,1,2,0,0,2,1,false
0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0.5,0.625,5,5,1,1,0.625,5,0,0,3,3,0,3,4,0,0,0,0,1,0,1,0,1,0,0,1,0,3,4,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,0.333333,0.333333,5,5,1,2,0.333333,5,1,1,0,0,1,10,12,2,1,2,1,2,0,2,1,2,2,0,2,1,10,12,2,1,2,1,2,0,2,1,2,2,0,2,1,false
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0.5,0.5,5,5,1,1,0.5,5,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,0.333333,0.333333,5,5,1,2,0.333333,5,1,1,0,0,1,10,12,2,1,2,1,2,0,2,1,2,2,0,2,1,10,12,2,1,2,1,2,0,2,1,2,2,0,2,1,false
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0.5,0.5,5,5,1,1,0.5,5,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0.099187,1,8,2,0.066946,0.093567,32,32,2,5,3,75,12,17,18,14,60,0.317073,0.244624,91,89,13,28,0.210162,91,1,3,0,0,3,281,417,15,13,15,13,46,0,40,12,46,136,0,40,12,342,478,15,13,15,13,51,0,45,12,51,171,0,45,12,true
0,0,0,0,0,0,0,0,1,3,3,37,12,3,3,16,46,0.5,0.285047,61,57,14,14,0.285047,61,1,1,0,0,1,153,245,5,5,5,5,30,0,27,9,30,73,0,27,9,153,245,5,5,5,5,30,0,27,9,30,73,0,27,9,false
0,0,0,0,0,0,0,0,1,1,1,4,2,5,5,0,3,0.333333,0.25,6,6,1,2,0.25,6,3,4,5,7,1,18,22,13,7,2,1,3,0,2,1,38,6,0,24,4,18,22,13,7,2,1,3,0,2,1,38,6,0,24,4,false
0,0,0,0,0,0,0,0,1,3,3,17,5,3,7,3,12,0.333333,0.25,21,20,3,6,0.25,21,5,6,3,3,1,63,87,13,13,6,4,9,0,8,2,63,28,0,41,9,63,87,13,13,6,4,9,0,8,2,63,28,0,41,9,false
0,0,0,0,0,0,0,0,1,0,0,6,5,1,1,4,10,0.166667,0.206897,6,6,1,5,0.206897,6,4,6,0,0,1,23,34,19,10,0,0,6,0,5,0,102,9,0,84,46,23,34,19,10,0,0,6,0,5,0,102,9,0,84,46,false
0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,2,1,0.583333,7,7,1,0,0.583333,7,3,4,0,0,1,5,7,11,6,0,0,1,0,0,0,35,1,0,22,3,5,7,11,6,0,0,1,0,0,0,35,1,0,22,3,false
0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,2,0.5,0.272727,3,3,1,1,0.272727,3,4,5,1,2,1,8,10,21,9,2,0,1,1,1,0,37,2,1,25,5,8,10,21,9,2,0,1,1,1,0,37,2,1,25,5,false
0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0.5,0.266667,4,3,1,1,0.266667,4,0,0,0,0,0,11,16,1,0,1,0,2,1,1,0,2,2,1,1,0,11,16,1,0,1,0,2,1,1,0,2,2,1,1,0,false
0,0,0,0,0,0,0,0,4,1,1,17,14,8,4,11,27,0.411765,0.342342,38,34,7,10,0.342342,38,4,5,0,0,1,73,129,11,10,5,2,16,1,16,4,58,32,1,42,11,73,129,11,10,5,2,16,1,16,4,58,32,1,42,11,false
0,0,0,0,0,0,0,0,1,2,2,9,9,1,1,8,12,0.333333,0.145833,7,5,1,2,0.145833,7,6,7,0,0,1,41,51,25,10,4,1,4,0,2,0,42,21,1,28,5,41,51,25,10,4,1,4,0,2,0,42,21,1,28,5,false
0,0,0,0,0,0,0,0,1,0,0,2,6,2,2,6,8,0.5,0.3125,5,5,1,1,0.3125,5,5,6,1,1,1,11,14,21,9,0,0,2,0,1,0,38,5,1,26,5,11,14,21,9,0,0,2,0,1,0,38,5,1,26,5,false
0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,3,0.333333,0.3125,5,5,1,2,0.3125,5,3,5,0,0,1,11,14,10,3,2,0,2,0,2,0,22,3,0,14,0,11,14,10,3,2,0,2,0,2,0,22,3,0,14,0,false
0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,0,3,1,0.576923,15,14,3,0,0.576923,15,0,0,0,0,0,11,27,0,1,0,1,3,0,2,0,3,3,0,2,0,11,27,0,1,0,1,3,0,2,0,3,3,0,2,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,1,0.823529,14,14,2,0,0.823529,14,0,0,1,1,0,3,13,0,0,0,0,1,0,1,0,1,0,0,1,0,3,13,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,1,3,3,7,2,2,2,0,2,0.333333,0.181818,6,6,1,2,0.181818,6,1,1,0,0,1,27,31,2,0,2,0,2,0,2,0,2,13,0,2,0,27,31,2,0,2,0,2,0,2,0,2,13,0,2,0,false
0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,0.666667,0.473684,9,9,2,1,0.473684,9,2,2,0,0,1,10,15,3,2,1,1,2,0,2,0,10,3,0,9,0,10,15,3,2,1,1,2,0,2,0,10,3,0,9,0,false
0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0.5,0.666667,6,6,1,1,0.666667,6,0,0,1,3,0,3,4,0,0,0,0,1,0,1,0,1,0,0,1,0,3,4,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,2,1,1,9,10,1,0,11,19,0.5,0.288462,15,15,3,3,0.288462,15,3,4,0,0,1,37,53,13,7,2,1,8,0,5,1,42,16,0,27,4,37,53,13,7,2,1,8,0,5,1,42,16,0,27,4,false
0,0,0,0,0,0,0,0,2,2,2,22,9,2,3,12,30,0.125,0.1,9,9,2,14,0.1,9,5,6,0,0,1,81,106,12,12,5,3,18,0,15,5,72,32,0,48,12,81,106,12,12,5,3,18,0,15,5,72,32,0,48,12,false
0,0,0,0,0,0,0,0,1,0,0,5,6,5,3,5,10,0.166667,0.217391,5,5,1,5,0.217391,5,2,2,0,0,1,18,23,13,14,0,1,5,0,5,1,46,5,3,38,10,18,23,13,14,0,1,5,0,5,1,46,5,3,38,10,false
0,0,0,0,0,0,0,0,0,0,0,3,2,7,3,0,3,0.25,0.5,5,5,1,3,0.5,5,0,0,2,3,0,5,8,0,3,0,3,3,0,3,0,3,0,0,3,0,5,8,0,3,0,3,3,0,3,0,3,0,0,3,0,false
0,0,0,0,0,0,0,0,2,7,6,94,27,9,18,36,55,0.222222,0.165803,64,31,2,7,0.165803,64,0,0,0,0,0,322,426,10,3,10,3,19,0,8,0,19,194,0,8,0,322,426,10,3,10,3,19,0,8,0,19,194,0,8,0,true
0,0,0,0,0,0,0,0,1,1,1,16,5,6,5,7,17,0.181818,0.132353,9,9,2,9,0.132353,9,0,0,0,0,0,59,75,3,2,3,2,10,0,10,2,10,25,0,10,2,59,75,3,2,3,2,10,0,10,2,10,25,0,10,2,false
0.068282,1,3,1,0.065868,0.08,11,10,1,4,4,31,15,16,10,24,40,0.285714,0.166667,25,19,4,10,0.166667,25,2,3,0,0,2,125,167,14,5,7,3,16,2,13,4,28,61,2,19,4,125,167,14,5,7,3,16,2,13,4,28,61,2,19,4,true
0,0,0,0,0,0,0,0,1,1,1,5,11,2,3,11,13,0.333333,0.166667,6,6,1,2,0.166667,6,0,0,0,0,0,30,33,3,0,3,0,2,0,2,0,2,17,0,2,0,30,33,3,0,3,0,2,0,2,0,2,17,0,2,0,true
0,0,0,0,0,0,0,0,1,1,1,8,7,3,3,4,11,0.125,0.131579,5,5,1,7,0.131579,5,1,1,0,0,1,33,39,3,3,3,3,7,0,7,0,7,11,0,7,0,33,39,3,3,3,3,7,0,7,0,7,11,0,7,0,false
0,0,0,0,0,0,0,0,1,2,2,6,7,3,2,4,6,0.5,0.1875,6,5,1,1,0.1875,6,1,1,2,2,1,26,29,0,1,0,1,2,0,1,0,2,15,0,1,0,26,29,0,1,0,1,2,0,1,0,2,15,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,4,5,2,1,2,6,0.6,0.540541,20,20,3,2,0.540541,20,1,1,0,0,1,17,37,1,1,1,1,4,0,4,0,4,6,0,4,0,17,37,1,1,1,1,4,0,4,0,4,6,0,4,0,true
0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,9,0.1,0.131579,5,5,1,9,0.131579,5,0,0,0,0,0,33,42,3,4,3,4,9,0,9,3,9,10,0,9,3,33,42,3,4,3,4,9,0,9,3,9,10,0,9,3,false
0,0,0,0,0,0,0,0,2,5,5,42,10,7,10,7,29,0.133333,0.24,48,44,2,13,0.198381,49,0,0,0,0,0,152,224,9,9,9,9,22,0,14,0,22,79,0,14,0,198,276,9,13,9,13,29,0,21,0,29,106,0,21,0,true
0,0,0,0,0,0,0,0,1,1,1,10,4,3,3,3,11,0.2,0.122449,6,6,1,4,0.122449,6,0,0,0,0,0,43,51,3,2,3,2,8,0,4,0,8,20,0,4,0,43,51,3,2,3,2,8,0,4,0,8,20,0,4,0,false
0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,5,0.166667,0.416667,5,5,1,5,0.416667,5,0,0,1,1,0,7,12,0,4,0,4,5,0,5,0,5,0,0,5,0,7,12,0,4,0,4,5,0,5,0,5,0,0,5,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,0.333333,0.333333,5,5,1,2,0.333333,5,1,1,0,0,1,10,12,1,1,1,1,2,0,2,0,6,3,0,6,0,10,12,1,1,1,1,2,0,2,0,6,3,0,6,0,false
0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,0,6,0.142857,0.15625,5,5,1,6,0.15625,5,0,0,0,0,0,27,33,4,4,4,4,6,0,6,1,6,9,0,6,1,27,33,4,4,4,4,6,0,6,1,6,9,0,6,1,false
0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,0,1,0.5,0.625,5,5,1,1,0.625,5,0,0,1,1,0,3,4,0,1,0,1,1,0,1,0,1,0,0,1,0,3,4,0,1,0,1,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,10,5,4,4,4,12,1,0.521739,36,36,6,0,0.521739,36,0,0,0,0,0,33,78,0,1,0,1,8,0,5,0,8,9,0,5,0,33,78,0,1,0,1,8,0,5,0,8,9,0,5,0,false
0,0,0,0,0,0,0,0,1,2,2,24,11,4,6,9,24,0.076923,0.089888,8,7,1,12,0.089888,8,1,1,1,1,1,81,100,7,7,7,7,15,0,12,1,15,33,0,12,1,81,100,7,7,7,7,15,0,12,1,15,33,0,12,1,false
0,0,0,0,0,0,0,0,1,3,3,4,8,1,0,6,7,0.5,0.227273,5,5,1,1,0.227273,5,2,2,0,0,1,17,18,0,1,0,0,1,0,1,0,3,9,0,2,0,17,18,0,1,0,0,1,0,1,0,3,9,0,2,0,true
0,0,0,0,0,0,0,0,2,1,1,4,6,3,2,6,9,0.25,0.172414,5,5,1,3,0.135135,5,2,2,0,0,1,24,29,3,0,3,0,3,0,3,0,3,10,0,3,0,32,37,3,0,3,0,4,0,4,0,4,14,0,4,0,false
0,0,0,0,0,0,0,0,2,3,3,33,15,1,1,19,24,0.333333,0.139073,21,10,2,4,0.139073,21,1,1,0,0,1,130,170,2,0,2,0,5,0,5,0,5,83,0,5,0,130,170,2,0,2,0,5,0,5,0,5,83,0,5,0,false
0,0,0,0,0,0,0,0,7,3,3,33,10,3,3,17,30,0.416667,0.19375,31,15,5,7,0.19375,31,0,0,0,0,0,129,176,0,1,0,1,13,0,11,0,13,72,0,11,0,129,176,0,1,0,1,13,0,11,0,13,72,0,11,0,false
0,0,0,0,0,0,0,0,1,0,0,5,8,3,3,4,9,0.2,0.259259,7,5,1,4,0.259259,7,3,5,0,0,2,20,31,12,7,1,1,5,0,4,1,39,6,0,26,4,20,31,12,7,1,1,5,0,4,1,39,6,0,26,4,false
0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0.192308,5,5,1,0,0.192308,5,0,0,0,0,0,21,21,19,0,19,0,0,19,0,0,0,0,19,0,0,21,21,19,0,19,0,0,19,0,0,0,0,19,0,0,false
0.21791,1,4,1,0.175824,0.2,16,14,1,3,2,16,9,3,4,17,22,0.25,0.135802,11,5,1,3,0.135802,11,3,4,0,0,1,70,91,13,8,2,2,5,0,3,0,27,41,0,16,1,70,91,13,8,2,2,5,0,3,0,27,41,0,16,1,false
0,0,0,0,0,0,0,0,7,2,2,36,15,10,23,10,43,0.029412,0.042857,6,5,1,33,0.042857,6,2,3,0,0,1,134,172,20,19,15,12,33,0,33,9,62,47,0,55,15,134,172,20,19,15,12,33,0,33,9,62,47,0,55,15,false
0,0,0,0,0,0,0,0,4,2,2,27,6,9,13,12,32,0.111111,0.144144,16,15,2,16,0.144144,16,2,2,0,0,1,95,127,15,24,2,11,20,1,17,1,61,36,4,50,10,95,127,15,24,2,11,20,1,17,1,61,36,4,50,10,false
0,0,0,0,0,0,0,0,1,0,0,2,2,4,6,1,3,0.5,0.25,3,3,1,1,0.25,3,2,2,0,0,1,9,12,6,6,0,0,2,0,1,0,18,3,0,15,6,9,12,6,6,0,0,2,0,1,0,18,3,0,15,6,false
0,0,0,0,0,0,0,0,1,4,4,21,6,5,14,11,22,0.181818,0.166667,15,11,2,9,0.166667,15,3,3,0,0,1,75,97,7,14,1,3,11,0,10,2,44,34,0,35,9,75,97,7,14,1,3,11,0,10,2,44,34,0,35,9,false
0.07766,1,4,1,0.072072,0.078652,16,14,3,3,3,36,19,2,2,41,50,0.2,0.114428,23,6,1,4,0.114428,23,3,5,0,0,1,178,222,11,4,3,1,9,0,4,0,29,112,0,16,0,178,222,11,4,3,1,9,0,4,0,29,112,0,16,0,false
0.222689,1,4,2,0.190476,0.2,20,16,0,4,4,15,8,5,7,9,15,0.5,0.111111,10,9,3,3,0.111111,10,0,0,0,0,0,80,105,1,4,1,4,6,0,5,1,6,49,0,5,1,80,105,1,4,1,4,6,0,5,1,6,49,0,5,1,false
0,0,0,0,0,0,0,0,2,1,1,6,10,0,0,9,14,0.25,0.151515,5,5,1,3,0.151515,5,3,5,0,0,2,28,36,12,7,1,1,5,0,3,1,39,12,0,25,4,28,36,12,7,1,1,5,0,3,1,39,12,0,25,4,false
0.064439,1,1,1,0.120879,0.152778,11,11,1,1,1,9,13,3,3,19,25,0.25,0.131579,10,5,1,3,0.121951,10,2,2,0,0,1,66,85,5,1,5,1,6,0,3,0,6,38,0,3,0,72,91,5,1,5,1,8,0,5,0,8,40,0,5,0,false
0,0,0,0,0,0,0,0,7,1,1,31,12,3,9,10,39,0.035714,0.034783,4,4,1,27,0.034783,4,1,1,0,0,1,111,142,9,11,9,11,29,0,27,6,29,38,0,27,6,111,142,9,11,9,11,29,0,27,6,29,38,0,27,6,false
0.049815,1,1,1,0.092437,0.114583,11,11,2,1,1,16,19,3,3,27,39,0.1,0.0625,6,5,1,9,0.058824,6,2,4,0,0,2,90,113,5,2,5,2,12,0,9,0,12,48,0,9,0,96,119,5,2,5,2,14,0,11,0,14,50,0,11,0,false
0,0,0,0,0,0,0,0,1,1,1,2,0,8,1,0,1,0.5,0.628571,22,22,1,1,0.628571,22,0,0,0,0,0,13,38,4,0,4,0,1,4,1,0,1,3,4,1,0,13,38,4,0,4,0,1,4,1,0,1,3,4,1,0,false
0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0.75,9,9,2,0,0.75,9,0,0,1,1,0,3,11,0,0,0,0,1,0,1,0,1,0,0,1,0,3,11,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,3,1,1,7,1,0,0,0,4,0.25,0.184211,7,6,1,3,0.184211,7,0,0,0,0,0,31,41,1,0,1,0,4,0,3,0,4,11,0,3,0,31,41,1,0,1,0,4,0,3,0,4,11,0,3,0,false
0,0,0,0,0,0,0,0,1,4,4,13,1,2,4,1,5,1,0.069767,3,3,1,0,0.069767,3,0,0,2,2,0,40,46,0,1,0,1,4,0,0,0,4,22,0,0,0,40,46,0,1,0,1,4,0,0,0,4,22,0,0,0,false
0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,4,7,0.333333,0.238095,10,6,1,2,0.238095,10,1,1,0,0,1,32,50,3,1,3,1,3,0,2,0,6,18,0,2,0,32,50,3,1,3,1,3,0,2,0,6,18,0,2,0,false
0,0,0,0,0,0,0,0,2,1,1,5,1,2,2,0,4,0.333333,0.268293,11,9,1,2,0.203704,11,0,0,0,0,0,30,46,0,1,0,1,4,0,2,0,4,17,0,2,0,43,61,0,1,0,1,5,0,3,0,5,26,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,4,5,2,0,6,10,0.333333,0.133333,6,5,1,2,0.133333,6,1,1,0,0,1,39,53,3,1,3,1,4,0,2,0,7,23,0,2,0,39,53,3,1,3,1,4,0,2,0,7,23,0,2,0,false
0,0,0,0,0,0,0,0,1,3,3,19,0,3,5,0,8,0.666667,0.31,31,26,2,1,0.31,31,0,0,2,2,0,69,114,0,3,0,3,8,0,2,0,8,42,0,2,0,69,114,0,3,0,3,8,0,2,0,8,42,0,2,0,false
0,0,0,0,0,0,0,0,2,1,1,7,0,2,4,0,4,0.5,0.153846,6,6,1,1,0.153846,6,0,0,2,2,0,33,42,0,1,0,1,4,0,1,0,4,19,0,1,0,33,42,0,1,0,1,4,0,1,0,4,19,0,1,0,false
0.5,1,3,1,0.416667,0.454545,10,10,2,2,1,5,3,1,1,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,22,24,3,0,3,0,3,0,3,0,3,8,0,3,0,22,24,3,0,3,0,3,0,3,0,3,8,0,3,0,false
0.486957,1,3,1,0.357143,0.434783,10,10,2,2,1,5,2,3,1,2,5,0,0,0,0,0,4,0,0,0,0,0,0,0,23,28,3,0,3,0,3,0,3,0,3,8,0,3,0,23,28,3,0,3,0,3,0,3,0,3,8,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0.333333,0.384615,5,5,1,2,0.384615,5,0,0,0,0,0,8,13,0,0,0,0,2,0,2,0,2,2,0,2,0,8,13,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,1,4,3,10,1,2,4,1,4,0,0.162791,7,6,0,3,0.162791,7,0,0,0,0,0,36,52,1,0,1,0,3,0,2,0,3,20,0,2,0,36,52,1,0,1,0,3,0,2,0,3,20,0,2,0,false
0.411111,1,3,1,0.344828,0.36,10,9,1,2,2,6,0,1,1,0,2,0,0.038462,1,0,0,3,0.038462,1,0,0,0,0,0,25,29,0,0,0,0,2,0,2,0,2,12,0,2,0,25,29,0,0,0,0,2,0,2,0,2,12,0,2,0,false
0.420455,1,3,1,0.357143,0.375,10,9,1,2,2,5,0,1,2,0,2,0,0.04,1,0,0,3,0.04,1,0,0,0,0,0,24,28,0,0,0,0,2,0,2,0,2,13,0,2,0,24,28,0,0,0,0,2,0,2,0,2,13,0,2,0,false
0,0,0,0,0,0,0,0,1,4,4,15,1,1,0,2,7,0,0.051724,3,0,0,2,0.051724,3,1,1,0,0,1,55,75,1,3,1,3,5,0,1,0,9,33,0,3,0,55,75,1,3,1,3,5,0,1,0,9,33,0,3,0,false
0,0,0,0,0,0,0,0,1,2,2,7,2,1,1,3,6,0,0.06,3,0,0,3,0.06,3,1,1,0,0,1,47,58,1,1,1,1,3,0,2,0,6,26,0,3,0,47,58,1,1,1,1,3,0,2,0,6,26,0,3,0,false
0,0,0,0,0,0,0,0,1,4,4,20,1,1,0,2,7,0,0.025,2,0,0,2,0.025,2,1,1,0,0,1,78,95,1,3,1,3,5,0,1,0,9,49,0,3,0,78,95,1,3,1,3,5,0,1,0,9,49,0,3,0,false
0,0,0,0,0,0,0,0,1,3,3,17,2,1,1,2,6,0,0.057143,4,0,0,3,0.057143,4,1,1,0,0,1,66,81,1,1,1,1,4,0,2,0,7,39,0,3,0,66,81,1,1,1,1,4,0,2,0,7,39,0,3,0,false
0,0,0,0,0,0,0,0,1,2,2,7,1,2,1,0,3,1,0.125,5,5,1,0,0.125,5,1,1,2,2,1,35,42,0,4,0,2,3,0,0,0,7,21,0,4,2,35,42,0,4,0,2,3,0,0,0,7,21,0,4,2,false
0,0,0,0,0,0,0,0,1,3,3,23,2,2,2,3,8,0.25,0.138462,18,4,1,3,0.138462,18,0,0,0,0,0,112,169,1,0,1,0,5,0,3,0,5,72,0,3,0,112,169,1,0,1,0,5,0,3,0,5,72,0,3,0,false
0,0,0,0,0,0,0,0,1,3,2,10,1,1,1,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,32,39,1,0,1,0,4,0,3,2,4,14,0,3,2,32,39,1,0,1,0,4,0,3,2,4,14,0,3,2,false
0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0.8,0.76,19,19,4,1,0.76,19,0,0,1,3,0,6,30,0,2,0,2,4,0,4,2,4,0,0,4,2,6,30,0,2,0,2,4,0,4,2,4,0,0,4,2,false
0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,2,4,0.5,0.35,7,5,1,1,0.35,7,0,0,0,0,0,13,25,0,0,0,0,2,0,1,0,2,5,0,1,0,13,25,0,0,0,0,2,0,1,0,2,5,0,1,0,false
0,0,0,0,0,0,0,0,0,2,2,14,2,1,1,4,11,0,0,0,0,0,6,0,0,2,2,0,0,1,65,87,1,5,1,4,7,0,5,2,9,36,0,5,2,65,87,1,5,1,4,7,0,5,2,9,36,0,5,2,false
0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,20,24,2,2,2,2,4,0,4,0,4,8,0,4,0,20,24,2,2,2,2,4,0,4,0,4,8,0,4,0,false
0,0,0,0,0,0,0,0,0,2,2,10,1,1,1,1,7,0,0.05,2,0,0,6,0.05,2,2,2,0,0,1,38,52,1,4,1,3,6,0,5,2,8,18,0,5,2,38,52,1,4,1,3,6,0,5,2,8,18,0,5,2,false
0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,4,0.2,0.166667,3,3,1,4,0.166667,3,0,0,1,1,0,15,19,1,1,1,1,4,0,4,1,4,4,0,4,1,15,19,1,1,1,1,4,0,4,1,4,4,0,4,1,false
0,0,0,0,0,0,0,0,5,3,1,18,1,1,0,0,6,0,0,0,0,0,1,0.028986,2,0,0,0,0,0,52,65,0,1,0,1,6,0,0,0,6,21,0,0,0,67,83,1,2,0,1,9,0,3,1,13,27,0,7,2,false
