CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0,0,0,0,0,0,0,0,1,3,3,28,14,0,0,33,51,1,0.509524,107,99,17,0,0.509524,107,4,4,0,0,1,103,221,53,15,3,0,18,0,16,11,129,47,0,94,52,103,221,53,15,3,0,18,0,16,11,129,47,0,94,52,1
0,0,0,0,0,0,0,0,1,4,4,29,7,0,0,16,26,1,0.478723,90,77,11,0,0.478723,90,2,2,0,0,1,98,180,15,9,6,0,10,1,10,7,49,49,1,39,14,98,180,15,9,6,0,10,1,10,7,49,49,1,39,14,1
0.013867,1,3,1,0.01218,0.017143,10,9,1,5,5,87,25,1,0,35,60,1,0.352362,179,163,21,0,0.320828,248,2,2,0,0,1,329,546,27,9,18,0,25,0,20,9,64,174,0,49,16,525,821,37,15,28,3,41,0,30,14,90,285,0,69,24,1
0,0,0,0,0,0,0,0,1,2,1,10,5,1,0,9,14,1,0.47619,40,40,6,0,0.47619,40,2,3,0,0,1,44,76,9,5,3,0,5,0,5,3,40,18,0,36,7,44,76,9,5,3,0,5,0,5,3,40,18,0,36,7,0
0.089647,2,14,4,0.054795,0.085179,52,50,1,6,6,157,21,5,18,40,84,1,0.347486,311,276,28,0,0.346325,311,2,2,2,2,1,584,946,33,19,24,10,44,0,27,15,83,317,0,56,22,587,949,33,20,24,11,45,0,28,15,84,318,0,57,22,1
0,0,0,0,0,0,0,0,1,4,4,22,8,0,0,14,23,1,0.430464,65,65,9,0,0.430464,65,2,2,0,0,1,86,167,18,9,9,0,9,3,8,5,48,46,3,37,12,86,167,18,9,9,0,9,3,8,5,48,46,3,37,12,0
0.188235,1,5,1,0.15748,0.192771,20,16,1,4,4,19,6,0,0,9,16,1,0.308333,37,37,7,0,0.308333,37,3,4,0,0,1,83,127,16,12,6,0,7,0,6,5,87,40,0,74,20,83,127,16,12,6,0,7,0,6,5,87,40,0,74,20,0
0.397516,1,5,1,0.25,0.347826,20,16,1,2,2,12,4,0,0,8,13,1,0.402597,31,31,6,0,0.402597,31,2,2,0,0,1,46,80,13,9,4,0,5,0,5,4,44,18,0,34,11,46,80,13,9,4,0,5,0,5,4,44,18,0,34,11,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0.8,16,16,2,0,0.8,16,3,3,0,0,1,4,8,33,20,0,0,1,0,1,0,82,0,1,63,28,4,8,33,20,0,0,1,0,1,0,82,0,1,63,28,0
0,0,0,0,0,0,0,0,2,1,1,17,9,4,5,14,27,1,0.559055,71,68,11,0,0.559055,71,3,3,3,5,1,56,134,13,15,2,4,13,0,10,4,56,21,0,43,13,56,134,13,15,2,4,13,0,10,4,56,21,0,43,13,0
0,0,0,0,0,0,0,0,1,2,2,14,4,0,0,6,11,1,0.426829,35,35,6,0,0.426829,35,2,2,0,0,1,47,82,14,9,5,0,5,0,5,4,44,23,0,34,11,47,82,14,9,5,0,5,0,5,4,44,23,0,34,11,0
0.064364,1,12,2,0.05059,0.072626,30,26,1,5,5,71,16,3,2,30,53,1,0.331924,157,141,16,0,0.353791,196,4,4,1,2,1,316,517,26,19,13,4,23,0,15,11,79,156,0,58,24,358,593,39,28,24,7,31,10,22,11,103,167,10,79,26,1
0,0,0,0,0,0,0,0,1,5,5,115,37,3,3,57,101,1,0.391667,235,221,40,0,0.379645,235,3,4,0,0,1,365,643,23,12,13,0,44,0,39,14,124,196,0,107,29,384,662,26,12,16,0,49,0,43,14,129,203,0,111,29,1
0,0,0,0,0,0,0,0,1,3,3,12,3,0,0,4,7,1,0.337838,25,19,3,0,0.337838,25,2,2,0,0,1,49,76,10,9,1,0,3,0,2,1,42,26,0,31,8,49,76,10,9,1,0,3,0,2,1,42,26,0,31,8,0
0,0,0,0,0,0,0,0,1,1,1,19,24,3,0,26,35,1,0.482993,71,70,8,0,0.380952,72,3,4,0,0,1,76,120,15,12,5,0,9,0,7,0,89,42,0,75,15,117,163,25,55,6,0,18,0,10,0,281,54,0,180,39,1
0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,2,1,0.6,9,9,2,0,0.6,9,2,2,0,0,1,6,15,10,9,1,0,1,0,1,0,40,1,0,30,7,6,15,10,9,1,0,1,0,1,0,40,1,0,30,7,0
0,0,0,0,0,0,0,0,1,1,1,5,4,0,0,4,7,1,0.603774,32,32,4,0,0.603774,32,2,2,0,0,1,21,37,11,9,2,0,3,0,3,2,42,8,0,32,9,21,37,11,9,2,0,3,0,3,2,42,8,0,32,9,0
0.15,1,2,1,0.086207,0.135593,10,8,1,2,2,14,11,0,0,17,24,1,0.468468,52,43,5,0,0.468468,52,5,6,0,0,1,59,116,57,24,3,0,7,0,4,2,164,24,0,112,38,59,116,57,24,3,0,7,0,4,2,164,24,0,112,38,1
0,0,0,0,0,0,0,0,1,3,3,11,7,4,0,7,14,1,0.534653,54,54,8,0,0.537736,57,2,2,0,0,1,47,106,14,9,5,0,7,0,7,5,46,17,0,36,12,49,108,22,14,5,0,7,0,7,5,58,17,5,46,13,0
0,0,0,0,0,0,0,0,1,2,2,7,6,0,0,7,10,1,0.410714,23,23,4,0,0.410714,23,2,3,0,0,1,33,49,8,4,3,0,3,0,3,2,18,15,0,17,5,33,49,8,4,3,0,3,0,3,2,18,15,0,17,5,1
0,0,0,0,0,0,0,0,1,4,4,25,6,1,1,10,20,1,0.38674,70,58,8,0,0.33945,74,2,2,0,0,1,111,196,15,9,6,0,10,0,7,5,49,58,0,36,12,144,235,19,9,10,0,13,0,10,5,52,71,0,39,12,0
0,0,0,0,0,0,0,0,1,4,4,86,16,14,28,50,92,1,0.474194,294,277,31,0,0.474194,294,2,2,1,7,1,326,666,32,10,23,1,42,0,30,23,81,164,0,59,30,326,666,32,10,23,1,42,0,30,23,81,164,0,59,30,1
0.099476,2,16,4,0.057578,0.090909,68,58,1,5,4,94,14,55,66,26,56,1,0.41784,267,224,26,0,0.416285,455,0,0,1,1,0,372,748,18,6,18,6,30,1,25,9,30,184,1,25,9,638,1181,22,6,22,6,53,1,40,9,81,321,1,63,9,0
0,0,0,0,0,0,0,0,1,3,3,40,18,6,11,46,58,1,0.300725,83,70,13,0,0.300725,83,1,1,0,0,1,193,286,9,0,9,0,12,0,12,6,12,108,0,12,6,193,286,9,0,9,0,12,0,12,6,12,108,0,12,6,0
0,0,0,0,0,0,0,0,1,5,5,110,27,6,10,48,78,1,0.354167,221,194,20,0,0.360374,231,3,3,4,6,1,403,680,50,15,18,5,30,0,19,11,111,230,0,78,41,410,693,54,19,20,6,31,2,20,11,120,231,2,86,42,1
0,0,0,0,0,0,0,0,0,0,0,5,0,16,3,0,5,1,0.820513,32,32,6,0,0.820513,32,0,0,5,19,0,7,38,0,0,0,0,5,0,5,3,5,0,0,5,3,7,38,0,0,0,0,5,0,5,3,5,0,0,5,3,0
0,0,0,0,0,0,0,0,1,3,3,15,3,7,14,5,14,1,0.543478,75,71,9,0,0.543478,75,1,1,0,0,1,63,135,5,0,5,0,9,0,8,0,9,28,0,8,0,63,135,5,0,5,0,9,0,8,0,9,28,0,8,0,0
0,0,0,0,0,0,0,0,1,4,4,36,7,0,0,7,18,1,0.466667,77,77,8,0,0.442529,77,2,2,0,0,1,88,160,14,9,5,0,11,0,7,4,50,40,0,36,11,97,169,17,14,5,0,12,0,8,4,86,43,0,68,15,0
0,0,0,0,0,0,0,0,1,5,5,54,18,2,1,29,43,1,0.316129,98,93,11,0,0.316129,98,2,2,1,1,1,212,335,20,10,11,1,14,1,10,4,53,118,1,39,11,212,335,20,10,11,1,14,1,10,4,53,118,1,39,11,1
0,0,0,0,0,0,0,0,1,1,1,13,5,0,0,7,12,1,0.469697,31,31,5,0,0.469697,31,2,2,0,0,1,35,66,12,9,3,0,5,0,4,3,44,13,0,33,10,35,66,12,9,3,0,5,0,4,3,44,13,0,33,10,0
0,0,0,0,0,0,0,0,1,3,3,39,16,3,0,29,46,1,0.503268,154,148,16,0,0.378284,216,3,5,0,0,2,152,305,20,12,10,0,17,1,15,13,97,75,1,83,28,355,597,40,32,28,14,46,1,43,18,142,159,1,125,35,1
0,0,0,0,0,0,0,0,2,3,3,6,6,0,0,6,9,1,0.428571,27,27,1,0,0.428571,27,3,3,0,0,1,36,59,13,10,1,1,3,0,0,0,52,21,0,36,12,36,59,13,10,1,1,3,0,0,0,52,21,0,36,12,0
0,0,0,0,0,0,0,0,2,1,1,3,4,0,0,5,7,1,0.564103,22,22,1,0,0.564103,22,3,3,0,0,1,17,32,12,10,0,0,2,0,0,0,53,8,0,36,11,17,32,12,10,0,0,2,0,0,0,53,8,0,36,11,0
0.236318,3,19,6,0.124675,0.196172,48,41,1,1,1,33,7,0,0,11,24,1,0.353448,82,82,14,0,0.377976,127,2,2,0,0,1,150,270,21,9,12,0,13,0,13,11,52,85,0,42,18,209,385,24,12,15,3,21,0,21,13,60,119,0,50,20,0
0,0,0,0,0,0,0,0,1,3,3,42,10,1,1,15,24,1,0.407273,112,76,10,0,0.445983,161,2,2,0,0,1,163,311,17,9,8,0,9,0,9,7,48,94,0,38,14,200,395,21,9,10,0,19,0,19,7,60,102,1,50,14,1
0,0,0,0,0,0,0,0,1,2,2,14,8,0,0,13,16,1,0.435185,47,40,4,0,0.435185,47,2,2,0,0,1,61,99,12,9,3,0,3,0,3,2,42,30,0,32,9,61,99,12,9,3,0,3,0,3,2,42,30,0,32,9,0
0,0,0,0,0,0,0,0,1,1,1,20,9,0,0,16,24,1,0.424779,48,48,9,0,0.40099,81,2,2,0,0,1,65,129,15,9,6,0,8,0,8,4,47,28,0,37,11,121,215,26,33,11,6,17,0,15,7,120,45,0,94,28,0
0,0,0,0,0,0,0,0,2,4,4,48,7,2,6,10,34,1,0.521964,202,194,20,0,0.521964,202,2,2,1,1,1,185,379,20,19,11,10,24,0,19,10,63,82,0,48,17,185,379,20,19,11,10,24,0,19,10,63,82,0,48,17,1
0.038516,1,6,2,0.023835,0.042065,22,22,2,5,4,112,23,3,11,48,78,1,0.379854,313,257,14,0,0.380332,321,4,5,2,2,1,511,906,54,24,18,4,30,0,13,7,157,275,0,108,36,523,923,56,28,18,5,32,0,15,7,167,279,0,117,37,1
0.029691,1,4,1,0.013513,0.026846,12,12,1,3,3,121,24,15,20,98,158,1,0.462094,384,378,44,0,0.462094,384,2,2,1,1,1,447,888,26,11,17,2,60,0,43,25,99,219,0,72,32,447,888,26,11,17,2,60,0,43,25,99,219,0,72,32,1
0.021348,1,3,1,0.010482,0.017699,10,8,1,5,3,138,16,9,32,31,108,1,0.488532,426,421,69,0,0.489842,434,3,4,1,1,1,446,944,47,43,37,31,77,0,68,30,157,182,0,136,45,452,954,49,48,37,31,78,0,69,31,177,183,0,156,55,1
0.026259,1,6,2,0.009574,0.01746,22,22,1,7,7,242,36,2,0,102,191,1,0.37037,570,519,81,0,0.404255,855,2,2,0,0,1,969,1714,43,9,34,0,89,0,80,60,128,523,0,109,67,1260,2298,81,51,53,14,138,0,125,76,318,638,0,272,108,1
0.161654,1,1,1,0.111111,0.131148,10,8,1,4,4,8,5,0,0,8,10,1,0.336957,31,23,1,0,0.336957,31,0,0,0,0,0,61,90,3,0,3,0,2,0,0,0,2,37,0,0,0,61,90,3,0,3,0,2,0,0,0,2,37,0,0,0,0
0.168627,1,1,1,0.06993,0.105263,10,8,2,4,3,22,3,1,0,1,13,1,0.453237,63,48,6,0,0.453237,63,1,1,0,0,1,76,143,7,1,7,1,12,0,5,4,12,32,0,5,4,76,143,7,1,7,1,12,0,5,4,12,32,0,5,4,0
0.079007,2,10,2,0.101266,0.132075,16,14,1,3,3,22,2,0,0,1,8,1,0.333333,53,51,8,0,0.333333,53,2,2,0,0,1,106,158,13,9,4,0,7,0,7,4,46,61,0,36,11,106,158,13,9,4,0,7,0,7,4,46,61,0,36,11,0
0,0,0,0,0,0,0,0,1,4,2,37,20,0,0,18,34,1,0.333333,61,61,14,0,0.273077,71,2,3,0,0,2,122,208,20,11,11,2,16,0,13,8,55,55,0,42,15,189,286,35,26,14,6,30,0,14,8,102,76,6,61,17,1
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,1,0.6875,11,11,2,0,0.6875,11,3,3,0,0,1,5,11,15,9,0,0,1,0,1,1,47,1,0,37,12,5,11,15,9,0,0,1,0,1,1,47,1,0,37,12,0
0,0,0,0,0,0,0,0,1,3,3,23,14,0,0,26,37,1,0.403509,69,67,11,0,0.403509,69,2,2,0,0,1,102,187,12,10,3,1,11,0,10,5,50,59,0,39,12,102,187,12,10,3,1,11,0,10,5,50,59,0,39,12,1
0,0,0,0,0,0,0,0,1,3,3,28,9,1,1,18,25,1,0.376404,67,64,8,0,0.376404,67,2,2,1,1,1,111,192,15,9,6,0,7,0,7,4,46,58,0,36,11,111,192,15,9,6,0,7,0,7,4,46,58,0,36,11,1
0,0,0,0,0,0,0,0,2,1,1,7,3,17,21,2,8,1,0.590909,39,38,4,0,0.590909,39,1,1,2,2,1,27,67,7,1,2,1,6,0,3,0,11,9,0,7,0,27,67,7,1,2,1,6,0,3,0,11,9,0,7,0,0
0.545455,1,2,1,0.25641,0.5,10,9,1,1,1,4,5,14,14,6,9,1,0.560976,23,22,4,0,0.560976,23,2,2,0,0,1,18,39,6,2,0,0,3,0,3,0,19,7,0,12,3,18,39,6,2,0,0,3,0,3,0,19,7,0,12,3,0
0.071146,1,12,2,0.035944,0.066667,28,28,3,2,2,62,17,5,11,27,45,1,0.337662,104,100,16,0,0.413408,296,3,3,0,0,1,204,354,19,16,8,5,18,0,15,2,61,107,0,48,11,420,779,38,31,21,15,53,0,50,13,116,201,0,100,28,1
0,0,0,0,0,0,0,0,2,5,4,62,13,2,1,52,63,1,0.135385,44,43,8,0,0.15942,55,2,4,0,0,3,281,339,20,11,11,2,11,0,7,2,50,171,0,36,9,290,358,21,12,12,3,13,0,9,2,52,173,0,38,9,1
0,0,0,0,0,0,0,0,1,2,2,31,9,1,0,11,24,1,0.466667,112,104,8,0,0.466667,112,2,2,0,0,1,128,254,18,9,9,0,13,3,7,4,52,76,3,36,11,128,254,18,9,9,0,13,3,7,4,52,76,3,36,11,0
0,0,0,0,0,0,0,0,1,4,4,52,5,7,22,24,40,1,0.376694,139,132,17,0,0.405751,381,0,0,0,0,0,230,410,15,6,15,6,16,11,16,0,16,122,11,16,0,558,1025,24,15,24,15,48,11,46,3,48,294,11,46,3,1
0,0,0,0,0,0,0,0,1,3,3,20,7,0,0,9,14,1,0.361702,51,38,6,0,0.361702,51,2,2,0,0,1,90,152,13,9,4,0,5,0,5,3,44,64,0,34,10,90,152,13,9,4,0,5,0,5,3,44,64,0,34,10,1
0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,0,1,1,0.642857,9,9,2,0,0.642857,9,0,0,0,0,0,5,10,0,0,0,0,1,0,1,0,1,1,0,1,0,5,10,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,4,3,21,11,0,0,16,23,1,0.38255,57,56,8,0,0.401235,65,2,2,0,0,1,92,162,13,9,4,0,7,0,7,3,46,47,0,36,10,97,172,15,13,4,1,8,0,8,3,55,48,0,44,11,1
0,0,0,0,0,0,0,0,1,3,3,49,28,30,55,42,83,1,0.575499,202,202,40,0,0.575499,202,2,3,25,34,2,149,389,10,12,1,3,41,0,39,8,80,54,0,68,15,149,389,10,12,1,3,41,0,39,8,80,54,0,68,15,0
0,0,0,0,0,0,0,0,1,2,2,9,4,0,0,5,8,1,0.393939,26,26,3,0,0.393939,26,2,2,0,0,1,40,62,11,9,2,0,3,0,2,1,42,18,0,31,8,40,62,11,9,2,0,3,0,2,1,42,18,0,31,8,0
0.098578,1,4,2,0.068862,0.095833,23,23,1,5,5,64,11,1,1,27,36,1,0.274924,91,80,2,0,0.274924,91,3,3,0,0,1,240,334,33,19,0,0,9,0,1,0,92,136,0,57,22,240,334,33,19,0,0,9,0,1,0,92,136,0,57,22,1
0,0,0,0,0,0,0,0,1,2,2,10,4,0,0,5,8,1,0.530303,35,33,4,0,0.530303,35,2,2,0,0,1,31,61,11,9,2,0,3,0,3,2,42,14,0,32,9,31,61,11,9,2,0,3,0,3,2,42,14,0,32,9,0
0,0,0,0,0,0,0,0,2,2,1,23,6,2,2,13,26,1,0.433121,68,68,8,0,0.433121,68,2,2,2,2,1,89,169,12,10,3,1,13,0,7,4,52,39,0,36,11,89,169,12,10,3,1,13,0,7,4,52,39,0,36,11,1
0,0,0,0,0,0,0,0,1,4,4,46,7,2,0,7,19,1,0.421053,128,105,9,0,0.414248,157,2,3,0,0,2,176,335,22,10,13,1,12,0,8,5,51,107,0,37,12,222,411,26,11,17,2,18,0,12,5,57,125,0,41,12,1
0,0,0,0,0,0,0,0,1,3,2,24,8,0,0,18,28,1,0.4,58,58,11,0,0.4,58,2,2,0,0,1,87,152,13,9,4,0,10,0,10,9,49,40,0,39,16,87,152,13,9,4,0,10,0,10,9,49,40,0,39,16,0
0,0,0,0,0,0,0,0,1,4,4,48,15,1,0,21,40,1,0.482353,164,133,16,0,0.496278,200,2,2,0,0,1,176,385,20,10,11,1,19,0,15,7,58,103,0,44,14,203,443,24,14,13,2,23,0,19,9,70,111,0,55,17,0
0,0,0,0,0,0,0,0,1,1,1,8,11,3,0,12,15,1,0.380952,24,24,4,0,0.52968,116,3,4,0,0,2,39,65,13,11,2,0,3,0,3,1,46,20,0,36,10,103,233,21,21,4,5,19,0,19,6,82,41,0,69,21,0
0.208232,1,8,2,0.115183,0.172414,22,20,1,3,3,29,1,3,3,2,9,1,0.39645,67,52,6,0,0.36612,67,0,0,0,0,0,102,175,6,0,6,0,7,0,5,0,7,50,0,5,0,116,191,7,0,7,0,10,0,8,1,10,54,0,8,1,0
0.03413,1,5,1,0.02627,0.038339,15,12,1,5,5,86,8,5,4,21,56,1,0.430909,237,235,26,0,0.430909,237,2,2,0,0,1,313,571,20,18,11,9,35,0,25,12,74,156,0,54,19,313,571,20,18,11,9,35,0,25,12,74,156,0,54,19,1
0.156584,1,6,2,0.09901,0.161616,20,16,1,2,2,25,2,12,18,3,19,1,0.473404,89,84,10,0,0.473404,89,1,1,3,3,1,99,202,6,2,6,2,16,0,9,3,16,40,0,9,3,99,202,6,2,6,2,16,0,9,3,16,40,0,9,3,1
0,0,0,0,0,0,0,0,8,2,2,26,11,0,0,16,34,1,0.586667,132,129,17,0,0.591093,146,2,4,0,0,2,93,253,15,10,6,1,18,0,16,5,57,36,0,45,12,101,266,24,19,7,2,19,0,17,5,78,37,5,63,14,1
0,0,0,0,0,0,0,0,2,3,3,49,9,1,2,11,36,1,0.446429,125,125,18,0,0.446429,125,2,3,0,0,2,155,320,7,1,7,1,25,0,17,6,25,72,0,17,6,155,320,7,1,7,1,25,0,17,6,25,72,0,17,6,1
0.180572,3,18,4,0.095855,0.156863,74,64,1,4,4,110,19,6,25,26,64,1,0.416296,281,271,31,0,0.407837,281,0,0,0,0,0,394,756,28,3,28,3,38,0,30,24,38,195,0,30,24,408,772,30,3,30,3,40,0,31,24,40,200,0,31,24,1
0,0,0,0,0,0,0,0,1,1,1,9,5,0,0,8,12,1,0.410714,23,23,5,0,0.410714,23,2,2,0,0,1,33,62,13,9,4,0,4,0,4,3,43,13,0,33,10,33,62,13,9,4,0,4,0,4,3,43,13,0,33,10,0
0,0,0,0,0,0,0,0,1,3,3,58,12,3,0,33,55,1,0.343085,129,125,16,0,0.396576,278,3,4,0,0,1,247,435,23,13,13,1,22,0,15,8,102,149,0,83,23,423,778,36,20,26,8,48,0,25,13,128,226,0,93,28,1
0,0,0,0,0,0,0,0,1,1,1,13,8,0,0,8,15,1,0.402299,35,35,8,0,0.402299,35,2,3,0,0,2,52,93,15,9,6,0,7,0,7,4,46,20,0,36,11,52,93,15,9,6,0,7,0,7,4,46,20,0,36,11,0
0,0,0,0,0,0,0,0,3,4,4,85,16,7,8,32,79,1,0.470588,288,273,45,0,0.477021,301,3,4,0,0,1,324,647,37,33,27,21,47,8,44,17,127,139,8,112,32,330,662,39,38,27,21,48,8,45,18,147,140,8,132,42,1
0,0,0,0,0,0,0,0,1,5,5,81,15,2,5,19,43,1,0.43088,240,227,20,0,0.422727,279,3,3,0,0,1,317,614,40,20,20,1,24,0,19,13,87,172,0,67,30,381,710,46,28,24,3,31,2,25,15,110,199,2,87,34,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0.782609,18,18,2,0,0.782609,18,3,3,0,0,1,5,12,32,11,0,0,1,0,1,1,71,1,4,61,27,5,12,32,11,0,0,1,0,1,1,71,1,4,61,27,0
0,0,0,0,0,0,0,0,1,1,1,3,3,1,0,1,3,1,0.675676,25,25,3,0,0.675676,25,2,3,1,1,2,12,27,10,9,1,0,2,0,2,0,41,5,0,31,7,12,27,10,9,1,0,2,0,2,0,41,5,0,31,7,0
0,0,0,0,0,0,0,0,1,3,3,52,11,1,0,20,38,1,0.527228,213,180,15,0,0.527228,213,3,3,0,0,1,191,453,41,13,18,3,18,7,14,9,80,98,8,55,25,191,453,41,13,18,3,18,7,14,9,80,98,8,55,25,1
0,0,0,0,0,0,0,0,1,2,2,14,3,0,0,4,14,1,0.585714,82,81,10,0,0.585714,82,2,2,0,0,1,58,149,14,10,5,1,10,0,9,5,49,19,0,38,12,58,149,14,10,5,1,10,0,9,5,49,19,0,38,12,0
0,0,0,0,0,0,0,0,1,3,3,18,0,6,8,0,10,1,0.426573,61,60,9,0,0.426573,61,0,0,0,0,0,82,149,9,2,9,2,10,0,8,2,10,35,0,8,2,82,149,9,2,9,2,10,0,8,2,10,35,0,8,2,1
0,0,0,0,0,0,0,0,1,4,4,83,16,0,0,52,82,1,0.450382,236,225,27,0,0.450382,236,2,2,0,0,1,288,545,23,10,14,1,30,0,26,10,69,150,0,55,17,288,545,23,10,14,1,30,0,26,10,69,150,0,55,17,1
0,0,0,0,0,0,0,0,2,3,3,36,15,1,2,46,62,1,0.466216,138,112,12,0,0.476562,183,2,2,0,0,1,158,326,11,9,2,0,16,0,11,6,55,104,0,40,13,201,418,46,46,3,2,24,0,16,7,236,125,0,174,51,1
0.058662,1,10,2,0.026876,0.04888,24,24,1,5,4,106,27,1,1,87,108,1,0.37014,238,216,10,0,0.40122,329,3,4,0,0,1,405,705,23,13,13,1,21,5,9,6,101,239,5,77,21,491,893,65,56,24,6,38,10,25,8,284,267,12,229,52,1
0,0,0,0,0,0,0,0,1,2,2,6,1,0,0,1,4,1,0.5,30,29,2,0,0.5,30,0,0,0,0,0,30,54,3,0,3,0,3,0,1,0,3,14,0,1,0,30,54,3,0,3,0,3,0,1,0,3,14,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,3,1,0.777778,21,21,2,0,0.777778,21,6,6,0,0,1,6,14,26,19,0,0,1,0,1,0,80,2,0,59,24,6,14,26,19,0,0,1,0,1,0,80,2,0,59,24,0
0,0,0,0,0,0,0,0,1,1,1,10,5,1,1,6,13,1,0.637255,65,65,8,0,0.637255,65,2,2,0,0,1,37,103,15,9,6,0,7,0,7,5,46,12,0,36,12,37,103,15,9,6,0,7,0,7,5,46,12,0,36,12,1
0,0,0,0,0,0,0,0,1,4,4,50,18,0,0,27,46,1,0.361624,98,92,14,0,0.361204,108,2,2,0,0,1,173,288,21,10,12,1,19,0,13,6,58,83,0,42,13,191,316,21,16,12,7,25,0,19,6,64,87,0,48,13,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8,8,8,1,0,0.8,8,4,4,0,0,1,2,2,50,15,0,0,0,0,0,0,111,0,0,78,41,2,2,50,15,0,0,0,0,0,0,111,0,0,78,41,0
0.146341,1,1,1,0.037162,0.067485,11,11,1,2,2,7,5,3,6,6,10,1,0.412698,26,26,4,0,0.405109,111,2,2,0,0,1,37,80,11,9,2,0,4,0,3,2,43,20,0,32,9,163,296,31,14,20,2,16,0,15,9,63,70,0,51,17,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.916667,22,22,1,0,0.916667,22,5,5,1,1,1,2,2,26,19,0,0,0,0,0,0,79,0,0,58,24,2,2,26,19,0,0,0,0,0,0,79,0,0,58,24,0
0,0,0,0,0,0,0,0,1,2,1,23,7,2,0,12,24,1,0.430556,62,61,8,0,0.430556,62,2,2,2,2,1,82,153,12,10,3,1,12,0,7,5,51,36,0,36,12,82,153,12,10,3,1,12,0,7,5,51,36,0,36,12,1
0,0,0,0,0,0,0,0,1,2,2,8,11,0,0,17,22,1,0.485981,52,52,3,0,0.491329,85,3,3,0,0,1,55,100,21,10,1,0,5,0,2,2,58,24,1,41,13,88,167,26,14,4,1,8,0,5,2,69,39,1,51,14,1
0,0,0,0,0,0,0,0,1,2,2,41,16,1,0,18,31,1,0.371429,78,72,11,0,0.371429,78,2,3,0,0,2,132,226,16,11,7,2,13,0,10,4,52,59,0,39,11,132,226,16,11,7,2,13,0,10,4,52,59,0,39,11,1
0,0,0,0,0,0,0,0,1,2,2,12,10,1,0,20,23,1,0.35,35,30,3,0,0.303448,44,3,3,0,0,1,65,117,28,10,5,0,3,2,2,1,65,38,3,43,17,101,167,31,10,8,0,11,2,10,1,73,50,3,51,17,1
0,0,0,0,0,0,0,0,1,3,3,15,6,0,0,10,19,1,0.496296,67,66,8,0,0.47541,87,2,3,0,0,1,68,127,11,5,5,0,9,0,7,5,44,31,0,38,9,96,176,21,10,13,2,12,6,10,5,55,41,6,48,10,1
0.104895,1,2,1,0.054945,0.093023,10,8,2,3,3,19,10,0,0,15,25,1,0.527473,96,81,8,0,0.527473,96,5,6,0,0,1,86,182,60,24,6,0,10,0,7,3,167,35,0,115,39,86,182,60,24,6,0,10,0,7,3,167,35,0,115,39,1
0,0,0,0,0,0,0,0,1,1,1,19,6,0,0,12,19,1,0.404412,55,53,7,0,0.404412,55,2,2,0,0,1,81,143,13,9,4,0,7,0,6,4,46,42,0,35,11,81,143,13,9,4,0,7,0,6,4,46,42,0,35,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,3,1,0.857143,36,35,4,0,0.857143,36,0,0,1,3,0,6,40,1,0,1,0,3,1,3,1,3,0,1,3,1,6,40,1,0,1,0,3,1,3,1,3,0,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0.769231,10,10,2,0,0.769231,10,1,1,1,2,1,3,7,1,0,0,0,1,0,1,0,4,0,1,4,1,3,7,1,0,0,0,1,0,1,0,4,0,1,4,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0.785714,11,11,2,0,0.785714,11,2,2,1,1,1,3,8,1,0,0,0,1,0,1,1,5,0,1,5,2,3,8,1,0,0,0,1,0,1,1,5,0,1,5,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,1,0.727273,8,8,2,0,0.727273,8,0,0,2,2,0,3,7,0,0,0,0,1,0,1,0,1,0,0,1,0,3,7,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0.727273,8,8,2,0,0.727273,8,0,0,1,1,0,3,7,0,0,0,0,1,0,1,1,1,0,0,1,1,3,7,0,0,0,0,1,0,1,1,1,0,0,1,1,0
